,Unnamed: 0,Player,Age,Team,Pos,G,GS,MP,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,Awards,PER_norm,TS%_norm,USG%_norm,WS/48_norm,BPM_norm,VORP_norm,PerfScore
543,543,Furkan Korkmaz,26.0,PHI,SG,35.0,0.0,300.0,9.2,0.519,0.526,0.263,1.4,9.7,5.5,11.0,2.3,0.9,10.5,13.6,0.0,0.3,0.4,0.057,-3.2,0.4,-2.7,-0.1,none,-0.4780776215474854,-0.22987855373621166,-0.6864035917230363,-0.10845230271058036,-0.12357632824885091,-0.45222130454318704,-0.3464349504182253
544,544,Cory Joseph,32.0,GSW,PG,26.0,0.0,296.0,6.2,0.47,0.656,0.109,2.2,8.6,5.5,17.2,0.7,0.9,15.2,11.3,0.0,0.2,0.2,0.034,-4.0,-0.7,-4.7,-0.2,none,-0.9292486703436357,-0.6738540691059007,-1.0552278680272376,-0.3166733336387308,-0.4939274037347039,-0.5391869400322614,-0.6680197141470784
545,545,Ricky Council IV,22.0,PHI,SG,32.0,0.0,289.0,18.6,0.604,0.286,0.634,5.3,12.4,8.8,8.2,1.4,0.3,3.4,22.1,0.8,0.3,1.0,0.173,2.1,-0.8,1.3,0.2,none,0.9355916646804531,0.540283054558146,0.6766426467924906,0.9417059402313954,0.6171258227228551,-0.19132439807596371,0.5866707884848961
546,546,Garrett Temple,37.0,TOR,SG,27.0,2.0,289.0,9.5,0.502,0.513,0.282,6.7,10.5,8.6,12.5,2.0,0.9,13.8,15.0,0.0,0.2,0.2,0.032,-3.4,-1.2,-4.7,-0.2,none,-0.4329605166678702,-0.3839108753950834,-0.4619018583204789,-0.33477951024117863,-0.4939274037347039,-0.5391869400322614,-0.4411111840652627
547,547,Leaky Black,24.0,CHO,SF,26.0,3.0,284.0,11.5,0.589,0.385,0.288,3.5,15.9,9.5,11.4,1.4,3.6,9.3,10.1,0.3,0.2,0.5,0.084,-2.6,0.3,-2.4,0.0,none,-0.13217981747043658,0.40437218250620033,-1.2476579252294295,0.1359810814224658,-0.0680236669259729,-0.3652556690541126,-0.2121273024585476
548,548,Lindy Waters III,26.0,OKC,SG,38.0,0.0,280.0,15.3,0.653,0.817,0.019,2.9,12.6,8.0,11.5,0.9,2.3,6.3,17.3,0.6,0.3,0.9,0.15,2.4,-0.5,1.9,0.3,none,0.43930351100468745,0.984258569927835,-0.09307758201627749,0.7334849093032452,0.728231145368611,-0.10435876258688931,0.4479736318335354
549,549,Kessler Edwards,23.0,SAC,SF,54.0,0.0,275.0,10.3,0.541,0.634,0.11,3.6,13.7,8.5,7.1,1.8,1.3,4.4,14.0,0.2,0.3,0.5,0.083,-1.6,0.1,-1.5,0.0,none,-0.31264823698889666,-0.03054260806002473,-0.6222602393223056,0.12692799312124187,0.09863431704266092,-0.3652556690541126,-0.1841907405435728
550,550,Damian Jones,28.0,CLE,C,39.0,0.0,270.0,15.8,0.659,0.194,0.292,8.4,17.3,12.9,7.9,1.3,4.3,13.8,15.4,0.4,0.4,0.8,0.15,-1.7,1.2,-0.5,0.1,none,0.5144986858040459,1.0386229187486133,-0.3977585059197482,0.7334849093032452,0.2838098547855874,-0.2782900335650381,0.31572797152611765
551,551,Onuralp Bitim,24.0,CHI,SG,23.0,1.0,268.0,5.0,0.464,0.524,0.06,2.5,11.1,6.7,6.5,0.6,0.8,10.4,15.8,-0.3,0.1,-0.1,-0.027,-5.4,-2.0,-7.4,-0.4,none,-1.1097170898620958,-0.7282184179266785,-0.3336151535190175,-0.8689117200133906,-0.9939013556406054,-0.7131182110104104,-0.7912469913286997
552,552,Kira Lewis Jr.,22.0,3TM,PG,28.0,0.0,265.0,8.6,0.441,0.359,0.217,3.8,7.0,5.4,18.8,1.7,0.7,12.2,18.5,-0.2,0.2,0.0,-0.005,-4.4,-1.4,-5.8,-0.3,none,-0.5683118313067154,-0.9366150884063285,0.09935247518591439,-0.6697437773864642,-0.6976204952519229,-0.6261525755213359,-0.5665152154478087
553,553,Kira Lewis Jr.,22.0,NOP,PG,15.0,0.0,144.0,5.7,0.387,0.385,0.212,3.1,7.6,5.4,16.2,1.7,0.7,12.3,19.6,-0.3,0.1,-0.1,-0.045,-6.4,-1.1,-7.5,-0.2,none,-1.0044438451429942,-1.4258942277933324,0.275746694287924,-1.0318673094354214,-1.012418909414898,-0.5391869400322614,-0.7896774229218306
554,554,Kira Lewis Jr.,22.0,TOR,PG,1.0,0.0,2.0,-7.3,0.5443708791208791,0.4108447802197801,0.2298324175824175,0.0,0.0,0.0,0.0,0.0,0.0,12.09862825788752,0.0,0.0,0.0,0.0,-0.011,-22.1,-0.2,-22.3,0.0,none,-2.959518389926313,0.0,-2.867277573347879,-0.7240623071938076,-3.75301686801021,-0.3652556690541126,-1.7781884679220534
555,555,Kira Lewis Jr.,22.0,UTA,PG,12.0,0.0,119.0,12.3,0.512,0.325,0.225,4.7,6.4,5.6,22.2,1.6,0.7,12.0,17.6,0.1,0.0,0.1,0.042,-1.6,-1.9,-3.5,0.0,none,-0.011867537791463021,-0.29330362736045296,-0.044970067715729374,-0.24424862722893934,-0.27171675844319204,-0.3652556690541126,-0.20522704793231492
556,556,Jamal Cain,24.0,MIA,PF,26.0,1.0,259.0,11.5,0.544,0.392,0.291,6.5,9.7,8.1,5.6,1.9,1.9,8.2,16.7,0.1,0.3,0.5,0.089,-2.5,0.2,-2.3,0.0,none,-0.13217981747043658,-0.0033604336496356013,-0.1892926106173737,0.18124652292858537,-0.04950611315168024,-0.3652556690541126,-0.0930580201691089
557,557,Jared Rhoden,24.0,DET,SG,17.0,0.0,245.0,10.3,0.597,0.47,0.121,1.3,13.9,7.5,8.0,0.6,4.5,9.1,13.3,0.1,0.2,0.3,0.06,-2.9,0.4,-2.5,0.0,none,-0.31264823698889666,0.47685798093390463,-0.7345111060235842,-0.08129303780690861,-0.08654122070026557,-0.3652556690541126,-0.1838985482733105
558,558,Justin Champagnie,22.0,WAS,SF,15.0,1.0,235.0,13.6,0.526,0.577,0.192,8.5,15.8,12.1,10.7,2.0,3.1,10.6,17.0,0.1,0.2,0.3,0.058,-1.1,-0.8,-1.8,0.0,none,0.1836399166868687,-0.16645348011197036,-0.1411850963168256,-0.09939921440935642,0.043081655719782966,-0.3652556690541126,-0.0909286479142689
559,559,Javonte Green,30.0,CHI,SF,9.0,5.0,230.0,20.2,0.681,0.36,0.173,9.5,23.3,16.3,3.3,2.2,3.6,8.0,16.7,0.5,0.3,0.9,0.18,1.9,0.1,2.0,0.2,none,1.1762162240383998,1.2379588644248003,-0.1892926106173737,1.0050775583399632,0.7467486991429036,-0.19132439807596371,0.6308973895421216
560,560,Ibou Badji,21.0,POR,C,22.0,1.0,226.0,8.1,0.623,0.0,0.545,9.4,16.3,12.6,7.7,0.7,8.0,35.5,8.0,0.0,0.2,0.2,0.046,-7.7,1.9,-5.8,-0.2,none,-0.6435070061060738,0.7124368258239437,-1.5844105253332657,-0.20803627402404362,-0.6976204952519229,-0.5391869400322614,-0.4933874024872706
561,561,Collin Gillespie,24.0,DEN,PG,24.0,0.0,225.0,11.0,0.586,0.551,0.174,0.5,9.6,5.2,15.5,2.9,0.0,15.9,17.1,0.1,0.3,0.4,0.076,-3.7,0.9,-2.7,0.0,none,-0.207374992269795,0.3771900080958112,-0.12514925821664272,0.06355637501267429,-0.12357632824885091,-0.3652556690541126,-0.0634349774468193
562,562,Gabe Vincent,27.0,LAL,PG,11.0,0.0,218.0,3.1,0.341,0.571,0.041,2.1,2.4,2.3,11.6,2.0,0.0,9.1,10.9,-0.3,0.1,-0.1,-0.033,-6.9,0.4,-6.5,-0.2,none,-1.395458754099658,-1.8426875687526318,-1.1193712204279682,-0.9232302498207342,-0.8272433716719716,-0.5391869400322614,-1.1078630174675375
563,563,Markieff Morris,34.0,DAL,PF,26.0,1.0,216.0,6.6,0.467,0.618,0.088,2.0,17.6,9.9,9.4,1.1,1.2,14.5,16.4,-0.3,0.2,-0.1,-0.014,-4.0,-1.3,-5.3,-0.2,none,-0.869092530504149,-0.7010362435162893,-0.2374001249179218,-0.7512215720974794,-0.6050327263804597,-0.5391869400322614,-0.6171616895747601
564,564,Jaylen Nowell,24.0,2TM,SG,13.0,1.0,214.0,9.2,0.494,0.372,0.115,3.0,9.6,6.2,13.6,0.9,0.8,7.9,17.8,0.0,0.1,0.1,0.016,-4.1,-1.4,-5.4,-0.2,none,-0.4780776215474854,-0.45639667382278776,-0.012898391515364154,-0.47962892306076155,-0.6235502801547524,-0.5391869400322614,-0.4316231383555688
565,565,Jaylen Nowell,24.0,MEM,SG,9.0,1.0,156.0,6.7,0.453,0.418,0.055,2.0,8.0,4.9,15.7,0.9,0.0,8.2,16.9,-0.1,0.1,0.0,-0.007,-5.9,-1.6,-7.4,-0.2,none,-0.8540534955442773,-0.827886390764772,-0.1572209344170085,-0.687849953988912,-0.9939013556406054,-0.5391869400322614,-0.6766831783979729
566,566,Jaylen Nowell,24.0,DET,SG,4.0,0.0,58.0,15.9,0.585,0.261,0.261,5.7,13.7,9.6,8.1,0.8,2.9,7.2,20.3,0.1,0.0,0.1,0.078,0.7,-0.8,-0.1,0.0,none,0.5295377207639175,0.3681292832923481,0.3879975609892025,0.08166255161512216,0.357880069882758,-0.3652556690541126,0.22665858624820592
567,567,Théo Maledon,22.0,2TM,PG,17.0,1.0,213.0,3.2,0.385,0.429,0.214,2.0,10.8,6.3,17.8,1.6,0.0,19.0,19.6,-0.6,0.1,-0.5,-0.122,-8.3,-2.1,-10.3,-0.5,none,-1.3804197191397862,-1.4440156774002584,0.275746694287924,-1.7289551086296642,-1.5309104150950923,-0.8000838464994847,-1.1014396787460603
568,568,Théo Maledon,22.0,CHO,PG,13.0,1.0,200.0,3.9,0.379,0.455,0.182,2.2,11.0,6.5,19.0,1.7,0.0,17.4,19.1,-0.5,0.1,-0.5,-0.11,-7.7,-1.8,-9.5,-0.4,none,-1.2751464744206844,-1.4983800262210367,0.19556750378701063,-1.620318049014977,-1.382769984900751,-0.7131182110104104,-1.0490275402968081
569,569,Théo Maledon,22.0,PHO,PG,4.0,0.0,13.0,-8.0,0.47,0.0,0.75,0.0,8.3,4.3,0.0,0.0,0.0,36.1,27.7,-0.1,0.0,-0.1,-0.296,-17.6,-6.1,-23.7,-0.1,none,-3.0647916346454145,-0.6738540691059007,1.5746495804027196,-3.3041924730426278,-4.012262620850307,-0.45222130454318704,-1.655445420297453
570,570,Charles Bassey,23.0,SAS,C,19.0,0.0,205.0,17.7,0.739,0.025,0.15,12.0,28.2,20.0,14.1,1.9,6.9,26.0,11.9,0.3,0.4,0.7,0.157,-1.8,3.1,1.3,0.2,none,0.8002403500416077,1.7634809030256557,-0.9590128394261416,0.7968565274118127,0.6171258227228551,-0.19132439807596371,0.47122772761663767
571,571,Taj Gibson,38.0,2TM,PF,20.0,1.0,204.0,5.9,0.449,0.27,0.054,6.6,13.8,10.2,6.9,0.7,3.2,11.7,9.0,0.0,0.2,0.2,0.044,-5.3,0.1,-5.3,-0.2,none,-0.9743657752232507,-0.8641292899786241,-1.424052144331439,-0.22614245062649152,-0.6050327263804597,-0.5391869400322614,-0.7721515544287545
572,572,Taj Gibson,38.0,NYK,PF,16.0,1.0,165.0,3.2,0.335,0.261,0.087,6.8,12.3,9.5,6.7,0.6,3.4,17.3,7.6,-0.1,0.2,0.1,0.019,-6.9,0.0,-6.9,-0.2,none,-1.3804197191397862,-1.89705191757341,-1.6485538777339963,-0.4524696581570897,-0.9013135867691422,-0.5391869400322614,-1.1364992832342808
573,573,Taj Gibson,38.0,DET,PF,4.0,0.0,39.0,17.6,0.643,0.286,0.0,5.6,20.4,12.9,8.0,1.2,2.2,0.0,15.3,0.1,0.0,0.1,0.149,1.2,0.4,1.7,0.0,none,0.7852013150817362,0.8936513218932046,-0.4137943440199308,0.7244318210020212,0.6911960378200257,-0.3652556690541126,0.38590508045382416
574,574,Moses Brown,24.0,POR,C,22.0,5.0,200.0,14.5,0.477,0.0,0.477,19.6,29.2,24.1,5.4,1.2,3.2,12.3,19.1,-0.1,0.2,0.2,0.044,-4.1,-2.4,-6.5,-0.2,none,0.3189912313257139,-0.6104289954816595,0.19556750378701063,-0.22614245062649152,-0.8272433716719716,-0.5391869400322614,-0.28140717044994323
575,575,Kenneth Lofton Jr.,21.0,3TM,PF,21.0,0.0,199.0,14.7,0.537,0.308,0.333,6.6,14.6,10.5,25.7,1.5,2.3,13.5,22.1,0.1,0.2,0.3,0.068,-0.6,0.3,-0.3,0.1,none,0.34906930124545715,-0.0667855072738769,0.6766426467924906,-0.0088683313971171,0.3208449623341727,-0.2782900335650381,0.16543550635601473
576,576,Kenneth Lofton Jr.,21.0,MEM,PF,15.0,0.0,99.0,8.4,0.447,0.27,0.405,2.1,15.0,8.3,21.6,1.5,2.8,12.1,21.5,-0.1,0.1,0.0,-0.011,-5.4,0.9,-4.5,-0.1,none,-0.5983899012264586,-0.8822507395855502,0.5804276181913944,-0.7240623071938076,-0.45689229618611854,-0.45222130454318704,-0.4222314884239546
577,577,Kenneth Lofton Jr.,21.0,PHI,PF,2.0,0.0,9.0,-20.0,0.167,0.333,0.0,0.0,37.5,18.4,0.0,0.0,0.0,25.0,38.4,-0.1,0.0,-0.1,-0.705,-23.4,-9.2,-32.6,-0.1,none,-4.869475829830017,-3.4192536845551995,3.2904842571222646,-7.006905588243215,-5.660324906762353,-0.45222130454318704,-3.0196161761352847
578,578,Kenneth Lofton Jr.,21.0,UTA,PF,4.0,0.0,91.0,25.0,0.69,0.343,0.314,12.2,12.0,12.1,32.7,1.6,2.0,13.1,21.1,0.4,0.0,0.4,0.232,6.9,0.6,7.5,0.2,none,1.8980899021122406,1.3195053876559666,0.516284265790664,1.4758381500036077,1.7652141567289994,-0.19132439807596371,1.1306012440359192
579,579,Kobe Bufkin,20.0,ATL,SG,17.0,0.0,196.0,9.1,0.424,0.435,0.087,3.2,15.6,9.2,19.3,1.7,2.3,9.5,22.4,-0.3,0.1,-0.1,-0.031,-4.3,-0.2,-4.5,-0.1,none,-0.49311665650735703,-1.0906474100652002,0.7247501610930381,-0.9051240732182863,-0.45689229618611854,-0.45222130454318704,-0.44554192990451846
580,580,Colby Jones,21.0,SAC,SG,30.0,0.0,192.0,8.9,0.422,0.31,0.155,9.7,13.7,11.7,13.9,1.8,2.4,11.6,19.1,-0.2,0.2,0.0,0.007,-5.4,0.4,-5.0,-0.1,none,-0.5231947264271003,-1.1087688596721264,0.19556750378701063,-0.5611067177717769,-0.5494800650575818,-0.45222130454318704,-0.499867361614127
581,581,Gui Santos,21.0,GSW,PF,23.0,0.0,192.0,15.6,0.656,0.491,0.309,9.7,17.7,13.8,9.6,1.0,0.9,10.1,15.2,0.5,0.2,0.7,0.169,0.0,-0.5,-0.5,0.1,none,0.48442061588430235,1.0114407443382243,-0.4298301821201137,0.9054935870265,0.2838098547855874,-0.2782900335650381,0.32950743105824376
582,582,Terry Taylor,24.0,CHI,PF,31.0,0.0,188.0,10.1,0.558,0.231,0.128,9.9,12.1,11.0,7.0,1.3,1.1,14.5,11.3,0.1,0.1,0.3,0.07,-3.1,-0.1,-3.2,0.0,none,-0.3427263069086402,0.123489713598847,-1.0552278680272376,0.009237845205330778,-0.21616409712031415,-0.3652556690541126,-0.3077743970510211
583,583,Micah Potter,25.0,UTA,PF,16.0,0.0,186.0,11.0,0.609,0.525,0.2,6.0,19.4,12.7,4.2,1.0,2.9,10.3,10.9,0.2,0.1,0.3,0.075,-1.4,-0.9,-2.3,0.0,none,-0.207374992269795,0.5855866785754612,-1.1193712204279682,0.05450328671145035,-0.04950611315168024,-0.3652556690541126,-0.18356967160277413
584,584,Saben Lee,24.0,PHO,PG,24.0,0.0,185.0,13.5,0.492,0.291,0.709,5.8,12.8,9.5,21.0,1.8,1.4,10.0,18.8,0.2,0.2,0.4,0.099,-2.0,0.6,-1.4,0.0,none,0.16860088172699705,-0.47451812342971383,0.1474599894864625,0.2717774059408248,0.11715187081695358,-0.3652556690541126,-0.02246394075209809
585,585,Otto Porter Jr.,30.0,TOR,SF,15.0,1.0,174.0,8.7,0.568,0.697,0.091,3.7,14.8,9.2,5.8,1.4,2.5,5.5,8.9,0.1,0.1,0.3,0.07,-3.5,0.3,-3.2,-0.1,none,-0.5532727963468438,0.2140969616334764,-1.4400879824316215,0.009237845205330778,-0.21616409712031415,-0.45222130454318704,-0.4064018956005265
586,586,AJ Griffin,20.0,ATL,SF,20.0,0.0,171.0,1.2,0.382,0.629,0.032,1.2,10.6,5.7,3.7,0.3,1.1,11.3,17.3,-0.4,0.0,-0.4,-0.12,-6.0,-3.5,-9.6,-0.3,none,-1.68120041833722,-1.4711978518106474,-0.09307758201627749,-1.7108489320272162,-1.4012875386750436,-0.6261525755213359,-1.163960816397957
587,587,Joe Harris,32.0,DET,SG,16.0,0.0,170.0,4.6,0.489,0.769,0.051,1.9,6.7,4.3,7.7,0.8,1.0,9.1,11.0,0.0,0.0,0.0,0.001,-4.7,-1.1,-5.9,-0.2,none,-1.1698732297015828,-0.501700297840103,-1.1033353823277856,-0.6154252475791205,-0.7161380490262157,-0.5391869400322614,-0.7742765244178448
588,588,Trevelin Queen,26.0,ORL,SG,14.0,0.0,165.0,8.3,0.462,0.447,0.316,2.1,12.2,7.1,14.5,2.1,2.8,13.9,13.3,-0.1,0.3,0.2,0.056,-4.7,1.4,-3.4,-0.1,none,-0.6134289361863303,-0.7463398675336046,-0.7345111060235842,-0.11750539101180431,-0.2531992046688994,-0.45222130454318704,-0.4862009683279016
589,589,Zavier Simpson,26.0,MEM,PG,7.0,0.0,161.0,6.3,0.377,0.315,0.074,2.6,11.3,6.8,22.5,2.1,1.7,15.2,17.5,-0.3,0.2,-0.2,-0.046,-6.2,0.3,-5.9,-0.2,none,-0.9142096353837641,-1.5165014758279627,-0.06100590581591227,-1.0409203977366452,-0.7161380490262157,-0.5391869400322614,-0.7979937339704603
590,590,Thanasis Antetokounmpo,31.0,MIL,PF,34.0,0.0,155.0,5.5,0.518,0.033,0.067,5.1,4.2,4.6,13.9,2.2,2.2,31.2,12.5,-0.2,0.1,0.0,-0.01,-6.7,0.3,-6.4,-0.2,none,-1.0345219150627376,-0.2389392785396747,-0.8627978108250456,-0.7150092188925837,-0.808725817897679,-0.5391869400322614,-0.6998634968749969
591,591,Tristan Vukcevic,20.0,WAS,C,10.0,4.0,153.0,13.9,0.554,0.537,0.328,4.1,21.5,12.6,12.1,1.5,3.7,11.5,23.9,0.0,0.1,0.1,0.045,-3.5,-0.1,-3.6,-0.1,none,0.22875702156648384,0.08724681438499482,0.9652877325957782,-0.21708936232526757,-0.29023431221748475,-0.45222130454318704,0.053624431576886226
592,592,Darius Bazley,23.0,2TM,PF,9.0,0.0,152.0,13.9,0.68,0.267,0.4,5.8,14.4,10.1,6.0,1.9,4.1,18.5,11.9,0.2,0.1,0.3,0.084,-0.9,0.5,-0.4,0.1,none,0.22875702156648384,1.2288981396213372,-0.9590128394261416,0.1359810814224658,0.30232740855988005,-0.2782900335650381,0.10977679636316452
593,593,Darius Bazley,23.0,PHI,PF,3.0,0.0,10.0,-1.6,0.0,0.0,0.0,0.0,11.2,5.5,23.2,0.0,0.0,50.0,8.6,0.0,0.0,0.0,-0.142,-7.7,-0.7,-8.4,0.0,none,-2.102293397213627,-4.932394726733527,-1.4881954967321696,-1.9100168746541424,-1.179076893383532,-0.3652556690541126,-1.9962055096285185
594,594,Darius Bazley,23.0,UTA,PF,6.0,0.0,142.0,14.9,0.7,0.276,0.414,6.3,14.6,10.5,4.7,2.0,4.4,17.0,12.2,0.2,0.1,0.3,0.1,-0.4,0.6,0.2,0.1,none,0.37914737116520064,1.410112635690597,-0.9109053251255937,0.2808304942420487,0.413432731205636,-0.2782900335650381,0.21572131226880842
595,595,DeJon Jarreau,26.0,MEM,SG,9.0,0.0,150.0,9.6,0.392,0.26,0.22,5.6,27.3,16.0,25.4,2.0,1.2,14.1,18.3,-0.2,0.2,0.0,0.002,-4.6,0.7,-4.0,-0.1,none,-0.4179214817079986,-1.3805906037760172,0.06728079898554917,-0.6063721592778966,-0.3643045273146553,-0.45222130454318704,-0.5256882129390342
596,596,Jules Bernard,24.0,WAS,SG,19.0,0.0,149.0,12.7,0.544,0.453,0.141,7.0,11.8,9.3,15.4,0.9,0.5,10.5,21.5,0.0,0.0,0.1,0.026,-0.6,-2.5,-3.0,0.0,none,0.048288602048023495,-0.0033604336496356013,0.5804276181913944,-0.3890980400485223,-0.17912898957172882,-0.3652556690541126,-0.051354485347430236
597,597,Jeff Dowtin Jr.,26.0,PHI,PG,12.0,0.0,142.0,18.2,0.689,0.528,0.111,2.3,13.5,7.8,26.4,2.4,0.6,11.7,13.0,0.4,0.2,0.6,0.193,2.0,1.3,3.3,0.2,none,0.875435524840966,1.3104446628525035,-0.7826186203241322,1.1227677062558743,0.9874768982087081,-0.19132439807596371,0.5536969622929927
598,598,Sidy Cissoko,19.0,SAS,SF,12.0,0.0,141.0,12.0,0.568,0.364,0.455,6.1,10.8,8.4,9.4,2.4,1.8,7.0,12.7,0.2,0.1,0.3,0.11,-4.0,1.4,-2.7,0.0,none,-0.056984642671078174,0.2140969616334764,-0.8307261346246804,0.37136137725428797,-0.12357632824885091,-0.3652556690541126,-0.13184740595182629
599,599,Brandon Clarke,27.0,MEM,PF,6.0,1.0,134.0,18.9,0.548,0.102,0.119,10.2,16.2,13.1,12.2,1.8,4.2,4.6,20.8,0.1,0.2,0.3,0.108,0.7,0.3,1.0,0.1,none,0.9807087695600677,0.03288246556421657,0.46817675149011584,0.3532552006518401,0.5615731613999771,-0.2782900335650381,0.35305105251686325
600,600,Emoni Bates,20.0,CLE,SF,15.0,0.0,133.0,2.6,0.404,0.673,0.082,0.9,10.9,5.9,10.0,0.4,1.4,13.6,19.5,-0.4,0.1,-0.3,-0.092,-6.2,-3.0,-9.2,-0.2,none,-1.4706539288990164,-1.2718619061344605,0.25971085618774103,-1.457362459592946,-1.327217323577873,-0.5391869400322614,-0.9677619503414694
601,601,Dru Smith,26.0,MIA,SG,9.0,0.0,131.0,12.8,0.576,0.515,0.061,5.1,7.0,6.1,15.0,3.4,2.2,12.9,13.2,0.1,0.2,0.3,0.125,-1.8,3.2,1.4,0.1,none,0.06332763700789538,0.2865827600611808,-0.750546944123767,0.507157701772647,0.6356433764971477,-0.2782900335650381,0.07731241627501097
602,602,Jeenathan Williams,24.0,HOU,SG,22.0,0.0,129.0,15.6,0.565,0.1,0.26,9.9,9.2,9.6,8.3,1.5,0.7,6.7,19.7,0.2,0.1,0.3,0.11,-0.8,-0.8,-1.6,0.0,none,0.48442061588430235,0.1869147872230873,0.29178253238810625,0.37136137725428797,0.08011676326836825,-0.3652556690541126,0.17489006782733993
603,603,T.J. Warren,30.0,MIN,SF,11.0,0.0,125.0,9.2,0.479,0.317,0.098,4.8,14.8,10.0,10.1,1.6,0.7,8.6,16.5,0.0,0.2,0.2,0.06,-5.0,0.5,-4.5,-0.1,none,-0.4780776215474854,-0.5923075458747333,-0.22136428681773893,-0.08129303780690861,-0.45689229618611854,-0.45222130454318704,-0.3803593487960286
604,604,Timmy Allen,24.0,MEM,SF,5.0,0.0,125.0,0.8,0.272,0.304,0.087,3.4,11.8,7.4,5.4,1.6,0.0,7.7,8.9,-0.2,0.1,-0.1,-0.041,-10.3,-0.7,-11.1,-0.3,none,-1.7413565581767065,-2.467877580191581,-1.4400879824316215,-0.9956549562305256,-1.6790508452894333,-0.6261525755213359,-1.4916967496402007
605,605,Jalen Pickett,24.0,DEN,SG,27.0,0.0,122.0,9.7,0.571,0.714,0.114,0.9,11.5,6.4,21.7,1.6,0.0,19.7,16.4,0.0,0.1,0.2,0.065,-2.7,-0.5,-3.3,0.0,none,-0.40288244674812695,0.24127913604386556,-0.2374001249179218,-0.03602759630078892,-0.23468165089460674,-0.3652556690541126,-0.17249472531194857
606,606,Luka Garza,25.0,MIN,C,25.0,0.0,122.0,21.8,0.576,0.427,0.333,18.6,10.7,14.4,5.9,1.6,0.7,6.5,33.3,0.2,0.2,0.4,0.166,0.6,-2.7,-2.1,0.0,none,1.4168407833963468,0.2865827600611808,2.4726565140129484,0.8783343221228281,-0.012471005603094993,-0.3652556690541126,0.7794479508226827
607,607,Mãozinha Pereira,23.0,MEM,SF,7.0,1.0,122.0,15.7,0.609,0.371,0.286,9.5,24.3,16.6,2.5,2.4,3.1,11.3,15.6,0.1,0.2,0.3,0.123,-1.2,0.7,-0.5,0.0,none,0.499459650844174,0.5855866785754612,-0.365686829719383,0.489051525170199,0.2838098547855874,-0.3652556690541126,0.18782753510032102
608,608,Jahmi'us Ramsey,22.0,TOR,SG,7.0,1.0,121.0,10.6,0.538,0.537,0.146,3.6,16.7,10.0,9.1,2.8,0.0,13.8,17.9,-0.1,0.1,0.1,0.021,-3.9,-0.5,-4.4,-0.1,none,-0.26753113210928176,-0.057724782470413856,0.0031374465848181695,-0.43436348155464183,-0.438374742411826,-0.45222130454318704,-0.2745129994174221
609,609,Marques Bolden,25.0,2TM,C,11.0,2.0,121.0,16.0,0.691,0.04,0.16,9.0,22.8,15.8,4.8,1.2,5.4,10.1,10.9,0.2,0.1,0.3,0.134,-2.1,-0.5,-2.7,0.0,none,0.5445767557237892,1.3285661124594297,-1.1193712204279682,0.5886354964836623,-0.12357632824885091,-0.3652556690541126,0.1422625244893249
610,610,Marques Bolden,25.0,MIL,C,2.0,0.0,3.0,3.0,0.5443708791208791,0.4108447802197801,0.2298324175824175,0.0,71.5,36.5,0.0,0.0,0.0,12.09862825788752,0.0,0.0,0.0,0.0,0.102,-7.8,2.3,-5.5,0.0,none,-1.4104977890595296,0.0,-2.867277573347879,0.29893667084449643,-0.6420678339290451,-0.3652556690541126,-0.8310270324243452
611,611,Marques Bolden,25.0,CHO,C,9.0,2.0,118.0,16.4,0.691,0.04,0.16,9.2,21.6,15.2,4.9,1.3,5.5,10.1,11.1,0.2,0.1,0.3,0.135,-2.0,-0.6,-2.6,0.0,none,0.6047328955632756,1.3285661124594297,-1.087299544227603,0.5976885847848863,-0.10505877447455823,-0.3652556690541126,0.16222893417521964
612,612,Mouhamadou Gueye,25.0,TOR,PF,11.0,0.0,120.0,4.6,0.31,0.079,0.237,10.8,10.3,10.5,5.3,1.2,13.2,22.2,19.2,-0.5,0.2,-0.4,-0.147,-11.0,-0.9,-11.9,-0.3,none,-1.1698732297015828,-2.123570037659986,0.21160334188719296,-1.9552823161602622,-1.8271912754837747,-0.6261525755213359,-1.2484110154399581
613,613,Xavier Moon,29.0,LAC,SG,14.0,1.0,119.0,8.1,0.352,0.37,0.043,7.9,9.2,8.5,23.4,1.2,2.3,9.6,19.1,-0.2,0.1,-0.1,-0.026,-4.7,-1.4,-6.1,-0.1,none,-0.6435070061060738,-1.7430195959145387,0.19556750378701063,-0.8598586317121666,-0.7531731565748009,-0.45222130454318704,-0.7093686985106261
614,614,Robert Williams,26.0,POR,C,6.0,0.0,119.0,17.2,0.684,0.0,0.346,9.8,27.0,17.9,6.3,2.9,5.3,18.9,13.2,0.2,0.2,0.4,0.144,-2.2,2.9,0.7,0.1,none,0.7250451752422492,1.2651410388351894,-0.750546944123767,0.6791663794959015,0.5060205000770992,-0.2782900335650381,0.35775601932693907
615,615,Brandon Williams,24.0,DAL,PG,17.0,0.0,113.0,9.3,0.439,0.278,0.315,3.9,8.7,6.3,20.9,0.4,0.8,10.2,26.0,-0.2,0.1,-0.1,-0.044,-2.7,-2.8,-5.5,-0.1,none,-0.4630385865876135,-0.9547365380132545,1.3020403326996144,-1.0228142211341973,-0.6420678339290451,-0.45222130454318704,-0.37213969191794716
